Original Text,Extracted Laws
"1. 범죄사실에 대한 해당법조
피고인 A : 폭력행위 등 처벌에 관한 법률 제3조 제1항, 제2조 제1항 제1호, 제3호, 형법  제260조  제1항,  제257조  제1항(흉기  휴대  폭행,  상해의  점),  특정범죄  가중처벌 등에 관한 법률 제5조의3 제1항 제2호, 형법 제268조(업무상과실치상 후 도주의 점), 도로교통법 제148조, 제54조 제1항, 제152조 제1호(사고 후 미조치의 점), 제43조(무면허운전의 점), 형법 제362조 제1항(장물취득의 점)
피고인 B : 형법 제331조 제2항, 제1항(특수절도의 점), 제329조(절도의 점), 제360조 제1항(점유이탈물횡령의 점)
피고인 C : 형법 제331조 제2항, 제1항
피고인 D : 형법 제362조 제1항, 징역형 선택
1. 상상적 경합(피고인 A)
형법 제40조, 제50조
1. 경합범처리(피고인 D)
형법 제37조 후단, 제39조 제1항
1. 경합범가중
각 형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 작량감경(피고인 A, B, C)
각 형법 제53조, 제55조 제1항 제3호
1. 집행유예(피고인 A, B, D)
형법 제62조 제1항(피고인 A : 피해자 O와 합의된 점, 반성하고 있는 점 등 참작
피고인 B : 초범인 점, 피해자 T, 000, 000, 000과 합의된 점, 반성하고 있는 점 등 참작)
1. 보호관찰 및 사회봉사명령(피고인 A)
형법  제62조의2(피고인의  범행  내용  등을  고려하면,  피고인이  건전한  사회인으로 복귀하기 위해서는 일정기간의 사회봉사를 부과함이 상당하다.)
1. 선고유예(피고인 C)
형법 제59조 제1항(유예할 형 : 징역 6월, 우발적으로 이 사건 각 범행에 가담하였고, 장물을 처분하는 데는 적극적으로 관여하지 아니한 점, 반성하고 있는 점 등 참작)
이상의 이유로 주문과 같이 판결한다.","도로교통법 148조, 형법 260조 제1항, 형법 268조, 형법 331조 제2항, 형법 362조 제1항, 형법 37조, 형법 40조, 형법 53조, 형법 59조 제1항, 형법 62조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조
형법 제136조 제1항
1. 형의 선택
벌금형 선택
1. 노역장유치
형법 제70조 제1항, 제69조 제2항
1. 가납명령
형사소송법 제334조 제1항
양형의 이유¹I
범행의 내용 및 그 결과, 범행 경위, 범행 후의 정황, 폭행의 정도, 동종 전과 및 집행유예 이상의 전과 없음, 피고인의 반성 등 이 사건 변론에 나타난 제반 양형조건을 두루 참작하여 주문과 같은 형을 정한다.
이상의 이유로 주문과 같이 판결한다.","형법 136조 제1항, 형법 70조 제1항, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당법조 및 형의 선택: 특정범죄 가중처벌 등에 관한 법률 제5조의3 제1항 제1호, 형법 제268조, 도로교통법 제54조 제1항. 유기징역형 선택
1. 작량감경 : 형법 제53조, 제55조 제1항 제3호
이상의 이유로 주문과 같이 판결한다.","도로교통법 54조 제1항, 형법 268조, 형법 53조"
"1.  범죄사실에  대한  해당법조
형법  제347조  제1항,  제30조(징역형  선택)
1.  경합범가중
형법  제37조  전단,  제38조  제1항  제2호,  제50조,  제42조  단서
1.  집행유예
형법  제62조  제1항
1.  보호관찰  및  사회봉사명령
형법  제62조의2","형법 347조 제1항, 형법 37조, 형법 62조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조
각 형법 제136조 제1항(각 공무집행방해의 점), 도로교통법 제148조의2 제1항, 제2호, 제44조 제2항(음주측정거부의 점), 도로교통법 제152조 제1호, 제43조(무면허 운전의 점)
1. 상상적 경합
형법 제40조, 제50조(판시 각 공무집행방해죄 상호간, 범정이 더 무거운 신OO에 대한 공무집행방해죄에 정한 형으로 처벌)
1. 형의 선택
각 징역형 선택
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조[형이 가장 무거운 도로교통법위반(음주측정거부)죄에 정한 형에 경합범 가중]
1. 작량감경
형법 제53조, 제55조 제1항 제3호(피고인은 뒤늦게나마 잘못을 깊이 반성하고 있고, 경찰관이 입은 피해 정도가 비교적 경미한 점, 음주 상태에서 운전을 하게 된 경위 등을 참작)
1. 미결구금일수의 산입
형법 제57조","도로교통법 148조, 도로교통법 152조 제1호, 형법 136조 제1항, 형법 37조, 형법 40조, 형법 53조, 형법 57조"
"1. 범죄사실에 대한 해당법조 및 형의 선택
각 형법 제347조 제1항, 각 징역형 선택
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 집행유예","형법 347조 제1항, 형법 37조"
"1. 범죄사실에 대한 해당법조
특정범죄 가중처벌 등에 관한 법률 제5조의11(위험운전 치사의 점), 도로교통법 제148조의2 제2항 제2호, 제44조 제1항(음주운전의 점, 징역형 선택)
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조","도로교통법 148조, 형법 37조"
"1. 범죄사실에 대한 해당법조
폭력행위 등 처벌에 관한 법률 제2조 제2항, 제1항 제3호, 형법 제350조 제1항(공동공갈의  점), 폭력행위 등 처벌에 관한 법률 제6조, 제2조 제2항, 제1항 제3호, 형법 제350조 제1항(공동공갈미수의 점), 폭력행위 등 처벌에 관한 법률 제2조 제2항, 제1항 제2호, 제324조(공동강요의 점), 각 징역형 선택
1. 경합범처리
형법 제37조 후단, 제39조 제1항
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조","형법 350조 제1항, 형법 37조"
"1. 범죄사실에 대한 해당법조 및 형의 선택 : 도로교통법 제148조의2 제1항 제1호, 제44조 제1항, 징역형 선택
1. 작량감경 : 형법 제53조, 제55조 제1항 제3호","도로교통법 148조, 형법 53조"
"1. 범죄사실에 대한 해당법조 및 형의 선택
형법 제355조 제2항, 제1항(징역형 선택)",형법 355조 제2항
"1. 범죄사실에 대한 해당법조 및 형의 선택
도로교통법 제148조의2 제1항 제1호, 제44조 제1항(음주운전의  점), 형법 제257조 제1항(상해의 점), 각 징역형 선택
1. 누범가중
형법 제35조
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조[형이 더 무거운 상해죄에 정한 형에 위 두 죄의 장기형을 합산한 범위 내에서 경합범가중, 다만 하한은 도로교통법위반(음주운전)죄에 정한 형의 그것에 의함]
1. 작량감경","도로교통법 148조, 형법 257조 제1항, 형법 35조, 형법 37조"
"1. 범죄사실에 대한 해당법조
도로교통법  제152조 제1호, 제43조(무면허운전의  점), 도로교통법 제148조의2 제1항 제1호, 제44조 제1항(음주운전의 점)
1. 상상적 경합
형법 제40조, 제50조
1. 형의 선택
징역형 선택
1. 작량감경
형법 제53조, 제55조 제1항 제3호","도로교통법 148조, 도로교통법 152조 제1호, 형법 40조, 형법 53조"
"1. 범죄사실에 대한 해당법조
각 형법 제355조 제1항(횡령의 점, 각 피해자별로 포괄하여), 각 형법 제356조, 제355조 제1항(업무상횡령의 점), 각 징역형 선택
1. 경합범가충
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 집행유예
형법 제62조 제1항
1. 사회봉사명령
형법 제62조의2","형법 355조 제1항, 형법 356조, 형법 37조, 형법 62조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조 및 형의 선택
도로교통법 제148조의2 제2항 제3호, 제44조 제1항, 벌금형 선택
1. 노역장유치
형법 제70조, 제69조 제2항
1. 가납명령
형사소송법 제334조 제1항","도로교통법 148조, 형법 70조, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당법조 및 형의 선택
형법 제284조, 제283조 제1항(특수협박의 점), 제369조 제1항, 제366조(특수재물손괴의 점), 각 징역형 선택
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 집행유예
형법 제62조 제1항
1. 보호관찰 및 사회봉사명령
형법 제62조의2","형법 284조, 형법 37조, 형법 62조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조
특정범죄 가중 처벌 등에 관한 법률 제5조의11(음주운전 치상의 점), 도로교통법 제148조의2 제1항 제1호, 제44조 제1항(음주운전의 점), 도로교통법 제152조 제1호, 제43조(무면허운전의 점), 자동차손해배상보장법 제46조 제2항 제2호, 제8조 본문(의무보험 미가입차량 운행의 점), 형법 제257조 제1항(상해의 점), 형법 제314조 제1항(업무방해의 점), 형법 제136조 제1항(공무집행방해의 점)
1. 상상적 경합
형법 제40조, 제50조
1. 형의 선택
징역형 선택
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조","도로교통법 148조, 도로교통법 152조 제1호, 자동차손해배상보장법 46조 제2항 제2호, 형법 136조 제1항, 형법 257조 제1항, 형법 314조 제1항, 형법 37조, 형법 40조"
"1. 범죄사실에 대한 해당법조
형법 제311조
1. 상상적 경합
형법 제40조, 제50조
1. 형의 선택
벌금형 선택
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 노역장유치
형법 제70조 제1항, 제69조 제2항
1. 가납명령
형사소송법 제334조 제1항","형법 311조, 형법 37조, 형법 40조, 형법 70조 제1항, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당법조
형법 제27조 제1항(상해의 점), 형법 제331조의2(자동차불법사용의 점), 형법 제260조 제1항(폭행의  점), 도로교통법 제148조의2 제1항 제2호, 제44조 제2항(음주측정거부의 점), 도로교통법 제151조(과실 재물손괴의 점)
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제2항, 제50조
1. 작량감경
형법 제53조, 제55조 제1항 제3호 (아래에서 보는 정상 참작)
[피고인은 이 사건 범행 당시 술에 만취하여 사물을 변별할 능력이나 의사를 결정할 능력이  없었다거나 미약하였다고 하더라도, 피고인은 음주로 인해 야기된 공무집행방해 등의 범죄전력이 있는 상태에서 자의로 술을 마셔 그러한 상태를 야기한 것이므로, 형법 제10조 제3항에 의하여 형을 감면하지 아니한다.]","도로교통법 148조, 도로교통법 151조, 형법 10조 제3항, 형법 260조 제1항, 형법 27조 제1항, 형법 331조, 형법 37조, 형법 53조"
"1. 범죄사실에 대한 해당법조
형법 제239조 제1항(사서명 위조의 점), 같은 법 제239조 제2항(위조사서명 행사의 점), 같은 법 제230조(공문서 부정행사의 점), 도로교통법 제148조의2 제2항 제2호, 제44조 제1항(음주운전의 점), 도로교통법 제152조 제1호, 제43조(무면허운전의 점)
1. 상상적 경합
형법 제40조, 제50조{도로교통법위반(음주운전)죄와 도로교통법위반(무면허운전)죄상호간, 형이 더 무거운 도로교통법위반(음주운전)죄에 정한 형으로 처벌}
1. 형의 선택
공문서부정행사죄, 도로교통법위반(음주운전)죄에 대하여 각 징역형 선택
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조{형과 범정이 가장 무거운 사서명위 조행사죄에 정한 형에 경합범 가중을 하되, 하한은 도로교통법위반(음주운전)죄에 정한 형의 그것에 의한다}
1. 집행유예
형법 제62조 제1항(교통사고가 수반되지 않은 단순 음주·무면허 사건인 점, 피고인이 수사과정에서 자신의 신분을 밝히고 자백한 점, 징역형의 실형 처벌전력은 없는 점, 잘못을 깊이 뉘우치고 있는 점 등 참작)
1. 사회봉사명령 및 수강명령
형법 제62조의2 제1항, 보호관찰 등에 관한 법률 제59조","도로교통법 148조, 도로교통법 152조 제1호, 형법 239조 제1항, 형법 37조, 형법 40조, 형법 62조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조 및 형의 선택
가. 피고인 이○○, 이◎◎ : 폭력행위 등 처벌에 관한 법률 제2조 제2항, 제1항 제3호, 형법 제350조 제1항(공동공갈의 점, 징역형 선택), 각 폭력행위 등 처벌에 관한 법률 제6조, 제2조 제2항, 제1항 제3호, 형법 제350조 제1항(공동공갈미수의 점, 징역형 선택), 각 형법 제331조 제2항, 제1항(특수절도의 점)
나. 피고인 송○○ : 폭력행위 등 처벌에 관한 법률 제2조 제2항, 제1항 제3호, 형법 제350조 제1항(공동공갈의 점, 징역형 선택), 각 폭력행위 등 처벌에 관한 법률 제6조, 제2조 제2항, 제1항 제3호, 형법 제350조 제1항(공동공갈미수의 점, 징역형 선택), 자동차관리법 제81조 제2호, 제12조 제1항(자동차 소유권 이전등록 미신청의 점, 징역형 선택)
다. 피고인 송◎◎ : 각 형법 제331조 제2항, 제1항
1. 경합범가중
피고인들 : 형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 작량감경
피고인 송◎◎ : 형법 제53조, 제55조 제1항 제3호
1. 집행유예
피고인 송○○, 송◎◎ : 형법 제62조 제1항
1. 보호관찰 및 사회봉사명령
피고인 송○○, 송◎◎ : 형법 제62조의2","자동차관리법 81조 제2호, 형법 331조 제2항, 형법 350조 제1항, 형법 37조, 형법 53조, 형법 62조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조 및 형의 선택
형법 제152조 제1항(위증의 점), 도로교통법 제148조의2 제2항 제2호, 제44조 제1항, 형법 제32조(음주운전방조의 점), 각 징역형 선택
1. 방조감경
형법 제32조 제2항, 제55조 제1항 제3호
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 집행유예
형법 제62조 제1항","도로교통법 148조, 형법 152조 제1항, 형법 32조, 형법 32조 제2항, 형법 37조, 형법 62조 제1항"
